Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-11-30,87.43863677978516,88.03700256347656,89.40325164794922,87.75,89.05919647216797,36476000,GOOG
2020-12-01,89.29393005371094,89.90499877929688,91.24150085449219,88.46849822998047,88.71849822998047,34738000,GOOG
2020-12-02,90.77629089355469,91.39749908447266,91.78250122070312,89.47364807128906,89.90499877929688,24440000,GOOG
2020-12-03,90.71768951416016,91.3385009765625,92.36000061035156,91.13249969482422,91.20050048828125,24546000,GOOG
2020-12-04,90.77827453613281,91.39949798583984,91.65799713134766,90.84950256347656,91.22599792480469,27564000,GOOG
2020-12-07,90.35566711425781,90.9739990234375,91.61849975585938,90.28900146484375,90.94999694824219,26418000,GOOG
2020-12-08,90.30947875976562,90.92749786376953,91.09500122070312,89.81024932861328,90.50499725341797,21926000,GOOG
2020-12-09,88.60018157958984,89.20649719238281,91.7135009765625,88.3905029296875,90.60050201416016,30152000,GOOG
2020-12-10,88.1631851196289,88.7665023803711,89.06549835205078,87.01599884033203,88.48999786376953,27256000,GOOG
2020-12-11,88.48298645019531,89.0885009765625,89.22250366210938,88.0,88.15299987792969,24414000,GOOG
2020-12-14,87.40486145019531,88.00299835205078,89.86949920654297,87.86074829101562,88.75,32004000,GOOG
2020-12-15,87.78775787353516,88.38849639892578,88.57099914550781,87.49749755859375,88.22100067138672,29646000,GOOG
2020-12-16,87.55086517333984,88.1500015258789,88.6500015258789,87.80400085449219,88.64399719238281,30270000,GOOG
2020-12-17,86.80098724365234,87.3949966430664,88.58920288085938,86.93299865722656,88.42549896240234,32494000,GOOG
2020-12-18,85.96223449707031,86.55049896240234,87.75550079345703,86.01100158691406,87.70899963378906,80328000,GOOG
2020-12-21,86.37739562988281,86.96849822998047,87.0425033569336,84.94999694824219,85.67549896240234,36568000,GOOG
2020-12-22,85.58928680419922,86.17500305175781,86.87024688720703,85.62875366210938,86.72149658203125,18734000,GOOG
2020-12-23,86.03026580810547,86.61900329589844,87.39949798583984,86.25199890136719,86.40550231933594,20676000,GOOG
