Date,Open,High,Low,Close,Adj Close,Volume,Ticker,rsi_14,sma_20,ema_12,bb_h,bb_l
2020-12-24,159.69500732421875,160.10000610351562,158.4499969482422,158.63450622558594,158.63450622558594,29038000,AMZN,47.24624685796264,158.912850189209,159.32068716752022,162.70897911226183,155.11672126615616
2020-12-28,159.6999969482422,165.1999969482422,158.63450622558594,164.197998046875,164.197998046875,113736000,AMZN,65.15484383079144,159.13440017700196,160.07104268742094,163.56778500031567,154.70101535368826
2020-12-29,165.4969940185547,167.53250122070312,164.06100463867188,166.10000610351562,166.10000610351562,97458000,AMZN,69.02611397113708,159.51930084228516,160.9985755206663,164.87270685845246,154.16589482611786
2020-12-30,167.0500030517578,167.10499572753906,164.12350463867188,164.29249572753906,164.29249572753906,64186000,AMZN,61.97903697480924,159.6837257385254,161.50533247556982,165.39919830495165,153.96825317209914
2020-12-31,163.75,164.14599609375,162.05999755859375,162.84649658203125,162.84649658203125,59144000,AMZN,56.968308837290685,159.81722564697264,161.7116654150254,165.69492899567075,153.93952229827454
2021-01-04,163.5,163.60000610351562,157.2010040283203,159.3314971923828,159.3314971923828,88228000,AMZN,47.01751763617435,159.81697540283204,161.345485688465,165.69476102333877,153.93918978232531
2021-01-05,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,160.92550659179688,53110000,AMZN,51.18194300810282,159.95680084228516,161.28087351974682,165.80026503660156,154.11333664796877
2021-01-06,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,156.91900634765625,87896000,AMZN,42.20300222695609,159.90775146484376,160.6098170317329,165.83531407863444,153.98018885105307
2021-01-07,157.85000610351562,160.427001953125,157.75,158.10800170898438,158.10800170898438,70290000,AMZN,45.27147150736555,159.86992645263672,160.22492236669464,165.83318240406274,153.9066705012107
2021-01-08,159.0,159.53199768066406,157.11000061035156,159.13499450683594,159.13499450683594,70754000,AMZN,47.84700767216599,160.06617584228516,160.0572411574856,165.64931302930694,154.48303865526339
2021-01-11,157.40049743652344,157.81900024414062,155.5,155.7104949951172,155.7104949951172,73668000,AMZN,40.93011223104967,160.09797592163085,159.38851097865967,165.5732282713269,154.62272357193478
2021-01-12,156.0,157.10699462890625,154.3000030517578,156.04150390625,156.04150390625,70292000,AMZN,41.80582802374775,160.10900115966797,158.87358681367357,165.5505440514379,154.66745826789804
2021-01-13,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,158.29449462890625,66424000,AMZN,47.509827030009646,160.13130111694335,158.78449570832476,165.5391573925982,154.72344484128848
2021-01-14,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,156.37350463867188,61418000,AMZN,43.58693246801753,160.03717651367188,158.41357400530123,165.6345263580744,154.43982666926937
2021-01-15,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,155.21249389648438,84880000,AMZN,41.36392584484253,159.69540100097657,157.92110014240632,165.58691270772215,153.803889294231
2021-01-19,155.35000610351562,157.25,154.8000030517578,156.03799438476562,156.03799438476562,66102000,AMZN,43.567753214776246,159.40710067749023,157.63139156430776,165.42071255783657,153.3934887971439
