Date,Open,High,Low,Close,Adj Close,Volume,Ticker,rsi_14,sma_20,ema_12,bb_h,bb_l
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,128.4665069580078,54930100,AAPL,73.71191781326092,124.90300025939942,127.69313759790163,133.07158309826283,116.734417420536
2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,133.06118774414062,124486200,AAPL,79.59834846836341,125.90800056457519,129.0772706507485,134.66306312230046,117.15293800684992
2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,131.2895050048828,121047300,AAPL,72.82662777411797,126.69900016784668,129.96845903020065,135.68818490258369,117.70981543310967
2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,130.17001342773438,96452100,AAPL,68.84141207041992,127.24900016784667,130.54561936720103,136.53812535958554,117.95987497610781
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,129.16738891601562,99116600,AAPL,65.3899847948243,127.72950019836426,130.8755244555403,137.1001521197745,118.35884827695403
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,125.97447204589844,143301900,AAPL,55.79647779212022,128.05300025939943,130.65005971808938,137.18357904170128,118.92242147709757
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,127.531982421875,97664900,AAPL,58.95953422553338,128.49099998474122,130.70543430097345,137.3008748110926,119.68112515838985
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,123.23907470703125,155088000,AAPL,48.63041236488609,128.63349990844728,130.07382878915,137.22142344761116,120.0455763692834
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,127.44438934326172,109578200,AAPL,56.64340471966038,128.96049995422362,130.2040086937339,137.37191318188982,120.54908672655742
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,128.54434204101562,105158200,AAPL,58.4683470804175,129.47400016784667,130.48800782573758,137.3030632703069,121.64493706538643
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,125.5558853149414,100384500,AAPL,52.057425785007936,129.76100006103516,130.2560059644763,137.0576434290164,122.46435669305393
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,125.38067626953125,91951100,AAPL,51.69950565512248,130.08050003051758,130.03200551636576,136.57741906621993,123.58358099481524
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,127.41521453857422,88636800,AAPL,55.523436543384825,130.53600006103517,130.16400457379385,135.80206400704353,125.26993611502682
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,125.48772430419922,90221800,AAPL,51.37385745384957,130.58750038146974,129.97108135661162,135.76811067625928,125.40689008668019
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,123.76473236083984,111598500,AAPL,47.925671638626696,130.55400047302246,129.53553028477114,135.81407483395316,125.29392611209175
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,124.43641662597656,90757300,AAPL,49.352806022531844,130.5105007171631,129.2731412918917,135.84504674037726,125.17595469394894
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,128.5249481201172,104319500,AAPL,57.065869345249865,130.77900047302245,129.69727321303097,135.8451155680607,125.71288537798421
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,133.23638916015625,120150900,AAPL,63.890428258171305,131.21100044250488,130.8007688905935,136.78231845301133,125.63968243199845
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,135.37799072265625,114459400,AAPL,66.49728217053182,131.57050056457518,132.07295941884354,138.11159431625418,125.02940681289617
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,139.12579345703125,157611700,AAPL,70.50959171702752,132.1685001373291,133.7417346111669,140.35648964258428,123.98051063207389
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,139.35943603515625,98390600,AAPL,70.7448059206828,132.7280002593994,135.19069908054266,142.21197411927767,123.24402639952116
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,138.28863525390625,140843800,AAPL,68.06522641046301,132.9965000152588,136.24751423101205,143.19135823691428,122.8016417936033
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,133.45057678222656,142621100,AAPL,57.47310740722434,133.10750007629395,136.37712686283953,143.4290888955963,122.7859112569916
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,128.45680236816406,177523800,AAPL,48.99741144701296,133.01950035095214,135.69756991684378,143.348708288693,122.6902924132113
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,130.57887268066406,106239800,AAPL,52.22191361300165,133.09200019836425,135.45794368189064,143.43128941737027,122.75271097935821
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,131.4063720703125,83305400,AAPL,53.457496508238364,133.371000289917,135.38595319131733,143.5983461074362,123.14365447239777
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,130.3842010498047,89880900,AAPL,51.6795643683977,133.51750068664552,135.16349922979256,143.68915915684067,123.34584221645036
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,133.7425994873047,84183100,AAPL,56.76737567964098,134.05700073242187,135.50603771592424,143.84103245281293,124.27296901203081
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,133.3282470703125,75693800,AAPL,55.61575908967822,134.3490005493164,135.69895414529526,144.08960110501138,124.60839999362142
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,133.4744873046875,71297200,AAPL,55.84544962251547,134.59200057983398,135.88526945557436,144.33354935896918,124.85045180069878
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,132.5971221923828,76774200,AAPL,54.03855884175257,134.94350051879883,135.9044579249992,144.3513050156444,125.53569602195324
