Date,Open,High,Low,Close,Volume,Ticker,rsi_14,sma_20,ema_12,bb_h,bb_l
2021-02-08,289.8900146484375,292.5899963378906,284.9166564941406,287.8066711425781,60485100,TSLA,59.92501353025531,282.71283264160155,282.6153611176236,296.5305685386181,268.895096744585
2021-02-09,285.0400085449219,286.6000061035156,280.5833435058594,283.1533203125,45473100,TSLA,56.852138368959565,283.3506652832031,282.6981240706815,295.9603331784061,270.74099738800015
2021-02-10,281.21331787109375,281.6066589355469,266.67333984375,268.2733459472656,108648300,TSLA,48.31955113056393,282.606999206543,280.47892743630985,296.8284040648499,268.38559434823605
2021-02-11,270.8133239746094,276.6266784667969,267.24334716796875,270.5533447265625,64868400,TSLA,49.56852322026374,281.89449920654295,278.95191471173337,297.0044648477932,266.7845335652927
2021-02-12,267.086669921875,272.4433288574219,261.77667236328125,272.0400085449219,71304900,TSLA,50.41007863153742,281.41316680908204,277.8885445322239,297.1229138774488,265.7034197407153
2021-02-16,272.6666564941406,273.6666564941406,264.14666748046875,265.40667724609375,59406900,TSLA,46.668072498636974,280.9141677856445,275.96825725743463,297.93703276495734,263.8913028063317
2021-02-17,259.6966552734375,266.61334228515625,254.00332641601562,266.04998779296875,77989500,TSLA,47.07836543118111,280.14083404541014,274.4423696475168,298.3480282603354,261.9336398304849
2021-02-18,260.29998779296875,264.89666748046875,258.75665283203125,262.4599914550781,53871300,TSLA,44.997915953872365,279.08966674804685,272.59892684868004,298.7713862774584,259.4079472186353
2021-02-19,265.0,265.5966796875,259.1233215332031,260.4333190917969,56874900,TSLA,43.82061237713766,278.02816619873045,270.72729488608263,299.2684595808022,256.7878728166587
2021-02-22,254.2133331298828,256.1666564941406,236.73333740234375,238.1666717529297,111809100,TSLA,33.46195728844417,275.8258338928223,265.71796825021295,303.1394503066236,248.512217479021
2021-02-23,220.7100067138672,237.8699951171875,206.3333282470703,232.94667053222656,199820700,TSLA,31.577431072984425,272.7931671142578,260.6762301397535,304.63316807196657,240.95316615654906
2021-02-24,237.28334045410156,248.3333282470703,231.38999938964844,247.33999633789062,110301000,TSLA,41.38061856810847,270.4419998168945,258.62450186254387,302.5074329104871,238.3765667233019
2021-02-25,242.0500030517578,245.73666381835938,223.52667236328125,227.4066619873047,117071700,TSLA,34.095059762911234,267.40966567993166,253.82175726635325,303.46223791441764,231.35709344544568
2021-02-26,233.3333282470703,235.56666564941406,219.836669921875,225.1666717529297,123267600,TSLA,33.38376107110011,264.7441665649414,249.4132825719804,304.7912249269406,224.69710820294225
2021-03-01,230.0366668701172,239.6666717529297,228.35000610351562,239.47666931152344,81408600,TSLA,41.74502095580563,263.4924995422363,247.8845728396024,305.0277679260498,221.9572311584228
2021-03-02,239.42666625976562,240.3699951171875,228.3333282470703,228.81333923339844,71196600,TSLA,37.925084435023685,260.9363327026367,244.95053690018642,304.3585529127012,217.51411249257222
2021-03-03,229.3300018310547,233.56666564941406,217.23666381835938,217.73333740234375,90624000,TSLA,34.402413789131174,257.27649993896483,240.76327543897986,302.2796946856231,212.27330519230657
2021-03-04,218.60000610351562,222.81666564941406,200.0,207.14666748046875,197758500,TSLA,31.401206183206313,253.38899993896484,235.59148959920893,301.50201482958335,205.27598504834637
2021-03-05,208.68666076660156,209.27999877929688,179.8300018310547,199.31666564941406,268189500,TSLA,29.361039175610173,249.18833389282227,230.01074745308665,300.66406362955445,197.71260415609007
2021-03-08,200.18333435058594,206.7100067138672,186.26333618164062,187.6666717529297,155361000,TSLA,26.592636245719007,244.36783447265626,223.4962742684471,299.77853573051937,188.95713321479317
2021-03-09,202.72666931152344,226.02999877929688,198.40333557128906,224.52667236328125,202569900,TSLA,44.44187758433579,241.2038345336914,223.65479705226772,293.46902436359574,188.93864470378708
2021-03-10,233.43333435058594,239.28334045410156,218.35333251953125,222.68666076660156,181817100,TSLA,43.86844511428664,238.18050155639648,223.50585300831906,287.2896979683962,189.07130514439677
2021-03-11,233.13333129882812,234.1666717529297,225.72666931152344,233.1999969482422,108761700,TSLA,47.9972192414841,236.4268341064453,224.99725976830723,283.5782604120837,189.27540780080693
2021-03-12,223.3333282470703,231.6266632080078,222.04666137695312,231.2433319091797,100751400,TSLA,47.29989486995632,234.46133346557616,225.95819394382607,278.96138093930176,189.96128599185056
2021-03-15,231.3633270263672,237.72666931152344,228.01333618164062,235.97999572753906,88006800,TSLA,49.22310043364269,232.65833282470703,227.50000960285882,273.7105055173832,191.60616013203085
2021-03-16,234.4499969482422,235.97332763671875,223.6666717529297,225.6266632080078,96587100,TSLA,45.329202304464665,230.66933212280273,227.21180246518944,268.9427491465273,192.39591509907817
2021-03-17,218.9566650390625,234.57666015625,217.00332641601562,233.93666076660156,121117500,TSLA,48.82826089161197,229.06366577148438,228.2463960500221,263.7957650617382,194.33156648123054
2021-03-18,228.09666442871094,229.7433319091797,217.3333282470703,217.72000122070312,99674400,TSLA,43.03923451451284,226.82666625976563,226.62695069166531,258.2746373406084,195.3786951789228
2021-03-19,215.53334045410156,219.07666015625,208.2066650390625,218.2899932861328,128682000,TSLA,43.29371679553116,224.71949996948243,225.34434186004492,252.28592556619546,197.1530743727694
2021-03-22,228.19667053222656,233.2066650390625,222.9166717529297,223.3333282470703,118536600,TSLA,45.609196062139404,223.97783279418945,225.03495515035652,250.84652364427706,197.10914194410185
2021-03-23,225.2566680908203,225.93333435058594,219.1699981689453,220.72000122070312,91475700,TSLA,44.59309258842484,223.3664993286133,224.37111608425602,249.9459334236244,196.78706523360216
2021-03-24,222.6366729736328,222.67333984375,210.0366668701172,210.08999633789062,101385600,TSLA,40.628149580192414,221.50399932861328,222.17402073866134,246.26077792302667,196.74722073419989
2021-03-25,204.3333282470703,215.1666717529297,203.1666717529297,213.4633331298828,117674700,TSLA,42.379047052652425,220.80683288574218,220.8339149526954,245.6446286709555,195.96903710052885
2021-03-26,213.9566650390625,214.60667419433594,199.9633331298828,206.23666381835938,101558400,TSLA,39.6793918453031,219.86033248901367,218.58818400895143,245.39440724814264,194.3262577298847
2021-03-29,205.2133331298828,205.4933319091797,198.67333984375,203.76333618164062,85911000,TSLA,38.76911979804678,218.07466583251954,216.30743818936514,242.85564797870197,193.29368368633712
2021-03-30,200.5833282470703,212.55332946777344,197.00332641601562,211.8733367919922,118297200,TSLA,43.357628380183236,217.22766571044923,215.62526874361546,241.6378052920635,192.81752612883497
2021-03-31,215.5399932861328,224.0,213.70333862304688,222.64332580566406,100011900,TSLA,48.840480806695915,217.47316513061523,216.70496983008448,241.9972057563781,192.94912450485236
2021-04-01,229.4566650390625,230.80667114257812,219.80667114257812,220.5833282470703,105895200,TSLA,47.88569263501037,218.1449981689453,217.30164035577462,242.23297114856723,194.05702518932338
2021-04-05,235.90333557128906,236.05332946777344,228.23333740234375,230.35000610351562,125528400,TSLA,52.61534938241904,219.6966651916504,219.30908124004247,242.70733625342027,196.68599412988053
2021-04-06,230.10000610351562,232.18333435058594,227.1233367919922,230.5399932861328,84815400,TSLA,52.7052675708282,221.84033126831054,221.0369138625179,239.99084703553052,203.68981550109055
2021-04-07,229.0,230.4600067138672,222.6133270263672,223.6566619873047,78928200,TSLA,49.071958750822276,221.7968307495117,221.43995203556202,239.92554220940332,203.6681192896201
2021-04-08,225.7933349609375,229.85000610351562,223.88333129882812,227.93333435058594,71772900,TSLA,51.317461036026224,222.05916442871094,222.43893393018107,240.38258875814165,203.73574009928024
2021-04-09,225.92333984375,226.99000549316406,223.14332580566406,225.67333984375,64311300,TSLA,50.061301636087606,221.68283157348634,222.9365348399609,239.37379526756396,203.99186787940872
2021-04-12,228.56666564941406,234.93333435058594,227.3633270263672,233.9933319091797,87407100,TSLA,54.478958626608645,221.82033157348633,224.63758054291765,239.84596947605263,203.79469367092003
2021-04-13,237.56666564941406,254.3333282470703,236.8866729736328,254.10667419433594,133958400,TSLA,63.0001569155017,222.72666549682617,229.17128725852047,244.86306590988147,200.59026508377087
2021-04-14,256.8999938964844,260.2633361816406,242.67666625976562,244.07666015625,147052200,TSLA,57.24535095421023,223.64916534423827,231.46442155047885,247.65122059831447,199.64711009016207
2021-04-15,247.6999969482422,247.89666748046875,240.43666076660156,246.28334045410156,83546700,TSLA,58.15107504542792,224.2664993286133,233.74425522795926,249.8764371574022,198.6565614998244
2021-04-16,242.88333129882812,249.80332946777344,241.53334045410156,246.5933380126953,83938500,TSLA,58.28476869205769,225.71016616821288,235.72103719484173,252.88843758949767,198.5318947469281
2021-04-19,239.86666870117188,241.8000030517578,230.60000610351562,238.2100067138672,119058600,TSLA,53.323548057890164,226.7061668395996,236.10395558238412,254.1821159171616,199.2302177620376
2021-04-20,239.13999938964844,245.75,236.89666748046875,239.663330078125,106827000,TSLA,54.05370177548896,227.52266693115234,236.65155165865195,255.5148711301515,199.53046273215318
2021-04-21,234.92333984375,248.27999877929688,232.6666717529297,248.0399932861328,93646500,TSLA,58.12014844153376,228.88866653442383,238.40361960134132,258.06119745396603,199.7161356148816
2021-04-22,247.1666717529297,251.2566680908203,239.34666442871094,239.89666748046875,106770900,TSLA,53.19155827192229,230.37900009155274,238.63331927505322,258.58732156837317,202.17067861473228
2021-04-23,239.93333435058594,245.7866668701172,238.48666381835938,243.13333129882812,85110000,TSLA,54.83107631047435,231.8625,239.32562881717246,259.47070435637835,204.25429564362167
2021-04-26,247.0,249.76666259765625,244.20333862304688,246.06666564941406,93115500,TSLA,56.32415265086529,233.85400009155273,240.36271140674808,259.45407090556563,208.25392927753987
2021-04-27,239.32000732421875,241.3333282470703,234.4499969482422,234.913330078125,88311000,TSLA,49.609344015053836,235.41149978637696,239.5243450484984,256.9706099159996,213.85238965675433
2021-04-28,232.1366729736328,236.1666717529297,231.1999969482422,231.46665954589844,66813000,TSLA,47.71619640974701,236.39116592407225,238.28470112502146,255.18636680329527,217.59596504484924
2021-04-29,233.1699981689453,234.0833282470703,222.8333282470703,225.6666717529297,86536200,TSLA,44.62975865961181,236.54233322143554,236.34346583700733,254.93718313504692,218.14748330782416
2021-04-30,222.52999877929688,238.49000549316406,222.04666137695312,236.47999572753906,122276100,TSLA,50.99414447003899,237.337166595459,236.3644704355507,254.21633340584123,220.45799978507677
2021-05-03,234.60000610351562,235.3333282470703,226.8333282470703,228.3000030517578,81129300,TSLA,46.627934258182044,237.2346664428711,235.12378314573638,254.3061113062291,220.16322157951308
2021-05-04,226.31333923339844,227.81666564941406,219.23333740234375,224.53334045410156,89217900,TSLA,44.72878155065577,236.93433380126953,233.49448427010026,254.66494116762095,219.2037264349181
2021-05-05,227.02000427246094,228.43333435058594,222.44667053222656,223.64666748046875,65705700,TSLA,44.27166077447864,236.93383407592773,231.97943553323387,254.6659388035547,219.20172934830077
2021-05-06,226.9199981689453,227.0066680908203,216.6666717529297,221.17999267578125,83353800,TSLA,42.95642053315577,236.5961669921875,230.31798278593348,255.2350072604226,217.9573267239524
2021-05-07,221.93333435058594,230.0,220.07333374023438,224.1233367919922,70407600,TSLA,45.05405005063055,236.5186668395996,229.3649603253271,255.3504221881546,217.6869114910446
2021-05-10,221.63333129882812,221.68333435058594,209.20333862304688,209.67999267578125,94177200,TSLA,37.72337513797757,235.3029998779297,226.3365037638585,257.47304831570284,213.13295144015655
2021-05-11,199.74667358398438,209.03334045410156,198.53334045410156,205.73333740234375,139511700,TSLA,35.999701112045756,232.88433303833008,223.166785862087,256.8064693316006,208.96219674505957
2021-05-12,200.8300018310547,206.80332946777344,195.58999633789062,196.6300048828125,101470800,TSLA,32.33018589790804,230.5120002746582,219.08420417296787,258.57582714495743,202.44817340435895
2021-05-13,200.51333618164062,202.15333557128906,186.5500030517578,190.56333923339844,132554700,TSLA,30.12629609702101,227.72600021362305,214.6963787976495,259.75666150608663,195.69533892115948
2021-05-14,194.47000122070312,197.6233367919922,190.15333557128906,196.5800018310547,100112700,TSLA,34.86832504527858,225.225333404541,211.90924387971182,258.7480015679924,191.70266524108965
2021-05-17,191.85000610351562,196.57666015625,187.06666564941406,192.27667236328125,97171200,TSLA,33.13617149657655,222.9286666870117,208.88884826179944,258.79052767391016,187.0668057001133
2021-05-18,189.3333282470703,198.75,187.7933349609375,192.6233367919922,110491800,TSLA,33.42309641159794,220.57666702270507,206.3864618818291,257.88106724582155,183.2722667995886
2021-05-19,184.18333435058594,188.73666381835938,182.32666015625,187.82000732421875,118735200,TSLA,31.41174974692187,217.56566772460937,203.53008425758134,255.23670038823713,179.8946350609816
2021-05-20,191.6666717529297,196.28334045410156,190.35667419433594,195.5933380126953,92463300,TSLA,37.922403398925624,215.3505012512207,202.30904637375272,252.71760973581422,177.98339276662716
2021-05-21,198.70333862304688,198.89332580566406,193.3333282470703,193.6266632080078,78091800,TSLA,36.966329862532355,212.8751678466797,200.97329511748427,249.0939418930156,176.65639380034378
2021-05-24,193.86666870117188,204.82666015625,191.21665954589844,202.14666748046875,103674300,TSLA,43.60017244345948,210.6791679382324,201.1538139425588,243.77289800559873,177.5854378708661
2021-05-25,202.43666076660156,204.663330078125,198.57000732421875,201.56333923339844,84017700,TSLA,43.26444903597222,209.01166839599608,201.2168178334572,240.36822264784155,177.65511414415062
2021-05-26,202.52000427246094,208.72332763671875,200.5,206.3766632080078,85917900,TSLA,46.89792019108985,207.75716857910157,202.0106401987727,237.37948686019294,178.1348502980102
2021-05-27,206.74667358398438,210.3766632080078,205.40333557128906,210.28334045410156,79111800,TSLA,49.712868507932384,206.98800201416014,203.28336331497715,235.48785323499146,178.48815079332883
2021-05-28,209.5,211.8633270263672,207.4600067138672,208.4066619873047,68211000,TSLA,48.38594721581376,205.58433532714844,204.07156311071984,230.7002143585998,180.46845629569708
2021-06-01,209.26666259765625,211.26666259765625,206.85000610351562,207.96665954589844,54254700,TSLA,48.06203420974421,204.56766815185546,204.67080871613192,227.47198461497877,181.66335168873215
2021-06-02,206.7100067138672,207.7866668701172,199.7133331298828,201.7066650390625,69908400,TSLA,43.590985735244,203.42633438110352,204.21478661196738,224.43368060103364,182.4189881611734
2021-06-03,200.60000610351562,201.51666259765625,190.4066619873047,190.94667053222656,90335700,TSLA,37.18736732265849,201.7913345336914,202.17353798431495,221.28471097355418,182.29795809382864
2021-06-04,193.23666381835938,200.20333862304688,192.39999389648438,199.68333435058594,72110700,TSLA,44.33743610719072,200.71650161743165,201.790429732972,218.06802552396283,183.36497771090046
2021-06-07,197.27667236328125,203.3333282470703,194.2933349609375,201.7100067138672,67631100,TSLA,45.87655186462425,199.5958351135254,201.77805696080202,213.25867640384757,185.93299382320322
2021-06-08,207.6699981689453,207.69667053222656,198.5,201.19667053222656,78160200,TSLA,45.533121637342575,199.17166900634766,201.68861289486733,212.06073618120917,186.28260183148615
2021-06-09,200.72332763671875,203.92999267578125,199.2100067138672,199.5933380126953,49753800,TSLA,44.41476196910181,198.86466903686522,201.36626291299473,211.40163514655154,186.3277029271789
2021-06-10,201.2933349609375,205.52999877929688,200.1666717529297,203.3733367919922,71758800,TSLA,47.67759260111354,199.20183563232422,201.67504350976355,211.84255025579358,186.56112100885485
2021-06-11,203.41000366210938,204.18666076660156,200.5066680908203,203.29666137695312,48615900,TSLA,47.616534680966964,199.83850173950196,201.92452318163888,211.94614754010257,187.73085593890136
2021-06-14,204.07666015625,208.49667358398438,203.05999755859375,205.89666748046875,61272000,TSLA,49.95685446373016,200.30433502197266,202.53562230453576,212.59025356080838,188.01841648313695
2021-06-15,205.56333923339844,205.59666442871094,199.41000366210938,199.7866668701172,53292300,TSLA,44.882197807841614,200.67983474731446,202.11270608385598,212.40778071746283,188.9518887771661
2021-06-16,199.17999267578125,202.8333282470703,197.8333282470703,201.6233367919922,66432300,TSLA,46.63699292350303,201.12983474731445,202.03741850049232,212.2622794042422,189.9973900903867
2021-06-17,200.6300048828125,207.1566619873047,200.44667053222656,205.53334045410156,68104200,TSLA,50.267019043316346,202.0155014038086,202.57525264720144,211.46227723629667,192.56872557132053
2021-06-18,204.4566650390625,209.4499969482422,203.93333435058594,207.77000427246094,73682700,TSLA,52.26731188042117,202.62433471679688,203.3744452049337,211.90511516597778,193.34355426761599
2021-06-21,208.16000366210938,210.4633331298828,202.9600067138672,206.94332885742188,74438100,TSLA,51.443741668089395,203.29016799926757,203.92350422839343,211.76947654814413,194.810859450391
2021-06-22,206.0833282470703,209.52333068847656,205.1666717529297,207.90333557128906,57476700,TSLA,52.38209135733369,203.5780014038086,204.5357859734543,212.2706434368262,194.885359370791
2021-06-23,210.6666717529297,219.06666564941406,210.01333618164062,218.85667419433594,93297600,TSLA,61.51939946500627,204.44266815185546,206.73899954589763,215.32601446120793,193.55932184250298
2021-06-24,224.99667358398438,232.5399932861328,222.5366668701172,226.60667419433594,137947200,TSLA,66.42807245522073,205.45416870117188,209.79556487642662,220.00941719918814,190.89892020315563
2021-06-25,229.86000061035156,231.27000427246094,222.89999389648438,223.9566650390625,97490100,TSLA,63.44771338826327,206.13783493041993,211.9741956706783,222.68443442910305,189.5912354317368
2021-06-28,223.8800048828125,231.56666564941406,223.44000244140625,229.57333374023438,64884600,TSLA,66.84322583977428,207.1961685180664,214.68175537368694,226.6415967902596,187.7507402458732
2021-06-29,228.21665954589844,229.1699981689453,225.29666137695312,226.9199981689453,52143900,TSLA,63.82680496928468,208.14383544921876,216.56456195757283,229.4092898335952,186.8783810648423
2021-06-30,226.58999633789062,230.93666076660156,226.04666137695312,226.56666564941406,56774700,TSLA,63.41640035260231,209.38683547973633,218.103347140933,231.87309919360612,186.90057176586654
2021-07-01,227.97332763671875,229.3300018310547,224.26666259765625,225.97332763671875,55903500,TSLA,62.6874582431069,211.13816833496094,219.3141133710539,233.0556909250484,189.22064574487348
2021-07-02,226.32666015625,233.3333282470703,224.4199981689453,226.3000030517578,81163500,TSLA,62.94003617656363,212.46900177001953,220.38886562962375,234.67321146173092,190.26479207830815
2021-07-06,227.23666381835938,228.0,217.13333129882812,219.86000061035156,69853500,TSLA,55.03133950619228,213.37650146484376,220.30750178050496,235.2284323428454,191.52457058684212
2021-07-07,221.42333984375,221.89999389648438,212.77333068847656,214.88333129882812,56376000,TSLA,49.82141506891791,214.06083450317382,219.47301401409317,235.1894427675118,192.93222623883585
2021-07-08,209.4566650390625,218.14332580566406,206.82000732421875,217.60333251953125,68319900,TSLA,52.46994367469175,214.96133422851562,219.1853707072375,235.05667338129592,194.86599507573533
2021-07-09,217.72666931152344,219.6366729736328,214.89666748046875,218.98333740234375,54421500,TSLA,53.802247615290575,215.7418342590332,219.1542886603308,235.1780092804461,196.3056592376203
2021-07-12,220.73333740234375,229.0800018310547,220.72000122070312,228.56666564941406,77781000,TSLA,61.8083909889823,217.00533447265624,220.6023466586513,236.3262548112183,197.6844141340942
2021-07-13,228.77333068847656,231.0933380126953,222.10000610351562,222.84666442871094,62898300,TSLA,55.61332651390322,217.85283432006835,220.94762631558353,236.62964633451966,199.07602230561704
2021-07-14,223.5833282470703,226.20333862304688,217.6133270263672,217.7933349609375,64923600,TSLA,50.771750996108175,218.75316772460937,220.46235072256104,235.60694164137726,201.89939380784148
2021-07-15,219.4633331298828,222.04666137695312,212.6266632080078,216.86666870117188,60628800,TSLA,49.913612743211175,219.51533432006835,219.90916887311656,234.47366503300782,204.55700360712888
2021-07-16,218.22666931152344,218.89999389648438,214.06666564941406,214.74000549316406,49113000,TSLA,47.912179548509016,219.97566757202148,219.1139129685085,233.7003006634261,206.25103448061685
2021-07-19,209.9633331298828,215.73333740234375,207.09666442871094,215.4066619873047,63891300,TSLA,48.60785537788329,220.35750045776368,218.54356666370788,233.09178045992041,207.62322045560694
2021-07-20,217.3300018310547,220.79666137695312,213.5,220.1666717529297,46461300,TSLA,53.394171457683356,221.01866760253907,218.79327513897277,232.1736038360745,209.86373136900363
2021-07-21,219.8699951171875,221.6199951171875,216.76333618164062,218.42999267578125,41859900,TSLA,51.50927925174251,221.54500045776368,218.737385529251,231.04565085621454,212.04435005931282
2021-07-22,218.81333923339844,220.72332763671875,214.86666870117188,216.4199981689453,45317100,TSLA,49.3383902210485,221.42316665649415,218.38086439689627,231.1190778651124,211.7272554478759
2021-07-23,215.45333862304688,216.26666259765625,212.43333435058594,214.4600067138672,43814700,TSLA,47.24729831126734,220.8158332824707,217.77765552258413,230.6575124102896,210.97415415465179
2021-07-26,216.99000549316406,222.73333740234375,215.70333862304688,219.2066650390625,76009800,TSLA,52.498012772452576,220.5783332824707,217.99750314050388,230.3342516255803,210.82241493936112
2021-07-27,221.13333129882812,222.1666717529297,209.0800018310547,214.92666625976562,98439900,TSLA,47.87113743187804,219.84599990844725,217.52506669731338,228.969538444271,210.7224613726235
2021-07-28,215.6666717529297,218.32333374023438,213.13333129882812,215.66000366210938,48019800,TSLA,48.70532193392908,219.28300018310546,217.2381339226666,227.97019209353806,210.59580827267285
2021-07-29,216.59666442871094,227.89666748046875,216.26666259765625,225.78334045410156,91183800,TSLA,58.56303806232351,219.24383392333985,218.5527810813489,227.80547485880294,210.68219298787676
2021-07-30,223.9199981689453,232.50999450683594,223.0,229.06666564941406,88969200,TSLA,61.16950276610015,219.39850082397462,220.17030178412816,228.53340069224149,210.26360095570774
2021-08-02,233.3333282470703,242.31333923339844,232.8000030517578,236.55667114257812,100847400,TSLA,66.36687770966583,219.9113342285156,222.69128168542815,231.38952303757569,208.43314541945554
2021-08-03,239.6666717529297,240.88333129882812,233.6699981689453,236.5800018310547,64860900,TSLA,66.38197202549244,220.7473342895508,224.8280078616784,234.3312071846034,207.1634613944982
2021-08-04,237.0,241.63333129882812,236.30999755859375,236.97332763671875,51007800,TSLA,66.6536808342677,221.85183410644532,226.6965185963,236.86586718394625,206.8378010289444
2021-08-05,238.6666717529297,240.31666564941406,237.1366729736328,238.2100067138672,38758800,TSLA,67.54194716897459,222.8821678161621,228.46782446054112,239.34676158894666,206.41757404337756
2021-08-06,237.3000030517578,238.77667236328125,232.5433349609375,233.03334045410156,46869000,TSLA,60.30096617124286,223.58466796875,229.1702115364735,240.51623339286772,206.6531025446323
2021-08-09,236.72332763671875,239.67666625976562,235.0433349609375,237.9199981689453,44145900,TSLA,64.20239945818213,224.05233459472657,230.5163325568538,241.9950026691983,206.10966652025485
2021-08-10,237.99667358398438,238.8633270263672,233.9600067138672,236.663330078125,40296900,TSLA,62.50131165636062,224.74316787719727,231.4620244832032,243.4927558310859,205.99357992330863
2021-08-11,237.57000732421875,238.39332580566406,234.73666381835938,235.94000244140625,29401800,TSLA,61.49138713874481,225.6505012512207,232.1509441690806,244.72057776845065,206.58042473399075
2021-08-12,235.44667053222656,240.93333435058594,233.13333129882812,240.75,52377300,TSLA,65.48529820391863,226.84466781616212,233.47387583537588,246.54572141420928,207.14361421811495
2021-08-13,241.23666381835938,243.3000030517578,238.1133270263672,239.05667114257812,50194500,TSLA,63.00778562122264,228.0605010986328,234.3327674210993,247.6242570173768,208.49674517988882
